,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
177,Claim Present on Admission Indicator,THE CODE USED TO INDICATE A CONDITION WAS PRESENT AT THE TIME THE BENEFICIARY WAS ADMITTED TO A GENERAL ACUTE CARE FACILITY.NOT APPLICABLE TO NON-DIAGNOSTIC PRODUCTS.,ExplanationOfBenefit,"['Inpatient', 'SNF']",ExplanationOfBenefit.diagnosis.onAdmission.coding,"{'system': 'https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/HospitalAcqCond/Coding', 'code': 'Y'}",,V2_MDCR_CLM_PROD,CLM_POA_IND,,"['FISS', 'NCH']",,['CCLF4.CLM_POA_IND'],"['CLM_E_POA_IND_SW1', 'CLM_E_POA_IND_SW2', 'CLM_E_POA_IND_SW3', 'CLM_E_POA_IND_SW4', 'CLM_E_POA_IND_SW5', 'CLM_E_POA_IND_SW6', 'CLM_E_POA_IND_SW7', 'CLM_E_POA_IND_SW8', 'CLM_E_POA_IND_SW9', 'CLM_E_POA_IND_SW10', 'CLM_E_POA_IND_SW11', 'CLM_E_POA_IND_SW12', 'CLM_POA_IND_SW1', 'CLM_POA_IND_SW2', 'CLM_POA_IND_SW3', 'CLM_POA_IND_SW4', 'CLM_POA_IND_SW5', 'CLM_POA_IND_SW6', 'CLM_POA_IND_SW7', 'CLM_POA_IND_SW8', 'CLM_POA_IND_SW9', 'CLM_POA_IND_SW10', 'CLM_POA_IND_SW11', 'CLM_POA_IND_SW12', 'CLM_POA_IND_SW13', 'CLM_POA_IND_SW14', 'CLM_POA_IND_SW15', 'CLM_POA_IND_SW16', 'CLM_POA_IND_SW17', 'CLM_POA_IND_SW18', 'CLM_POA_IND_SW19', 'CLM_POA_IND_SW20', 'CLM_POA_IND_SW21', 'CLM_POA_IND_SW22', 'CLM_POA_IND_SW23', 'CLM_POA_IND_SW24', 'CLM_POA_IND_SW25']","['Basis', 'Regular', 'CMS']"
178,Procedure Performed Date,The date on which the principal or other procedure was performed. (NCH),ExplanationOfBenefit,"['Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.procedure.date,2024-01-01,,V2_MDCR_CLM_PROD,CLM_PRCDR_PRFRM_DT,,"['FISS', 'NCH']",,['CCLF3.CLM_PRCDR_PRFRM_DT'],"['PRCDR_DT1', 'PRCDR_DT2', 'PRCDR_DT3', 'PRCDR_DT4', 'PRCDR_DT5', 'PRCDR_DT6', 'PRCDR_DT7', 'PRCDR_DT8', 'PRCDR_DT9', 'PRCDR_DT10', 'PRCDR_DT11', 'PRCDR_DT12', 'PRCDR_DT13', 'PRCDR_DT14', 'PRCDR_DT15', 'PRCDR_DT16', 'PRCDR_DT17', 'PRCDR_DT18', 'PRCDR_DT19', 'PRCDR_DT20', 'PRCDR_DT21', 'PRCDR_DT22', 'PRCDR_DT23', 'PRCDR_DT24', 'PRCDR_DT25']","['Basis', 'Regular', 'CMS']"
179,Claim Procedure Code,Stores procedure codes.,ExplanationOfBenefit,"['Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.procedure.procedure.coding.code,0SG30AJ,,V2_MDCR_CLM_PROD,CLM_PRCDR_CD,,"['FISS', 'NCH']",,['CCLF3.CLM_PRCDR_CD'],"['ICD_PRCDR_CD1', 'ICD_PRCDR_CD2', 'ICD_PRCDR_CD3', 'ICD_PRCDR_CD4', 'ICD_PRCDR_CD5', 'ICD_PRCDR_CD6', 'ICD_PRCDR_CD7', 'ICD_PRCDR_CD8', 'ICD_PRCDR_CD9', 'ICD_PRCDR_CD10', 'ICD_PRCDR_CD11', 'ICD_PRCDR_CD12', 'ICD_PRCDR_CD13', 'ICD_PRCDR_CD14', 'ICD_PRCDR_CD15', 'ICD_PRCDR_CD16', 'ICD_PRCDR_CD17', 'ICD_PRCDR_CD18', 'ICD_PRCDR_CD19', 'ICD_PRCDR_CD20', 'ICD_PRCDR_CD21', 'ICD_PRCDR_CD22', 'ICD_PRCDR_CD23', 'ICD_PRCDR_CD24', 'ICD_PRCDR_CD25']","['Basis', 'Regular', 'CMS']"
180,Diagnosis Procedure ICD indicator,This is the claim product version code which is spaces or 9 for ICD-9 and 0 for ICD-10.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.procedure.procedure.coding.system,http://www.cms.gov/Medicare/Coding/ICD10,,V2_MDCR_CLM_PROD,CLM_DGNS_PRCDR_ICD_IND,,"['FISS', 'NCH']",,['CCLF3.DGNS_PRCDR_ICD_IND'],"['ICD_PRCDR_VRSN_CD1', 'ICD_PRCDR_VRSN_CD2', 'ICD_PRCDR_VRSN_CD3', 'ICD_PRCDR_VRSN_CD4', 'ICD_PRCDR_VRSN_CD5', 'ICD_PRCDR_VRSN_CD6', 'ICD_PRCDR_VRSN_CD7', 'ICD_PRCDR_VRSN_CD8', 'ICD_PRCDR_VRSN_CD9', 'ICD_PRCDR_VRSN_CD10', 'ICD_PRCDR_VRSN_CD11', 'ICD_PRCDR_VRSN_CD12', 'ICD_PRCDR_VRSN_CD13', 'ICD_PRCDR_VRSN_CD14', 'ICD_PRCDR_VRSN_CD15', 'ICD_PRCDR_VRSN_CD16', 'ICD_PRCDR_VRSN_CD17', 'ICD_PRCDR_VRSN_CD18', 'ICD_PRCDR_VRSN_CD19', 'ICD_PRCDR_VRSN_CD20', 'ICD_PRCDR_VRSN_CD21', 'ICD_PRCDR_VRSN_CD22', 'ICD_PRCDR_VRSN_CD23', 'ICD_PRCDR_VRSN_CD24', 'ICD_PRCDR_VRSN_CD25']","['Basis', 'Regular', 'CMS']"
181,Submitted Charge Amount,The amount of submitted charges for the line item service on the noninstitutional claim. [NCH],ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_SBMT_CHRG_AMT')).amount.value,50.11,,V2_MDCR_CLM_LINE,CLM_LINE_SBMT_CHRG_AMT,,"['FISS', 'MCS', 'NCH', 'VMS']",,,"['LINE_SBMTD_CHRG_AMT', 'REV_CNTR_TOT_CHRG_AMT']","['Regular', 'CMS']"
182,Line Item Allowed Charge Amount,"The maximum amount allowed by the plan for payment. The amount eligible for payment after applying pricing guidelines/discounts. Usually includes copayment, coinsurance, deductible, penalty, and third party savings amounts. For encounters, may be fee-for-service equivalents.",ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_ALOWD_CHRG_AMT')).amount.value,9194.22,"Technically this variable is available in partially-adjudicated claims, but is consolidated (and represented) in CLM_ALOWD_CHRG_AMT in both adjudicated + partially-adjudicated claims. Financial fields on 1XXX claim type codes should be expected to change.",V2_MDCR_CLM_LINE,CLM_LINE_ALOWD_CHRG_AMT,,"['MCS', 'NCH', 'VMS']",,"['CCLF5.CLM_LINE_ALOWD_CHRG_AMT', 'CCLF6.CLM_LINE_ALOWD_CHRG_AMT']",['LINE_ALOWD_CHRG_AMT'],"['Regular', 'CMS']"
183,Line Item Sequence Number,A number identifying the position of the service or item on the claim. This is a component of the 5-part key used for joining claims.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.sequence,1,,V2_MDCR_CLM_LINE,CLM_LINE_NUM,,"['FISS', 'NCH']",,"['CCLF2.CLM_LINE_NUM', 'CCLF5.CLM_LINE_NUM', 'CCLF6.CLM_LINE_NUM', 'CCLFB.CLM_LINE_NUM']","['CLM_LINE_NUM', 'LINE_NUM']","['Basis', 'Regular', 'CMS']"
184,Line Item HCPCS Code,"A code identifying a Healthcare Common Procedure Coding System (HCPCS) procedure, supply, product, or service provided to a Medicare beneficiary or an individual enrolled in private health insurance programs. Reference table: HCPCS_CD",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.productOrService.where(coding.system='http://www.ama-assn.org/go/cpt' or coding.system='https://www.cms.gov/Medicare/Coding/HCPCSReleaseCodeSets' or coding.system='http://terminology.hl7.org/CodeSystem/data-absent-reason').coding.code,99213,,V2_MDCR_CLM_LINE,CLM_LINE_HCPCS_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF2.CLM_LINE_HCPCS_CD', 'CCLF5.CLM_LINE_HCPCS_CD', 'CCLF6.CLM_LINE_HCPCS_CD']",['HCPCS_CD'],"['Basis', 'Regular', 'CMS']"
185,Line Item APC / HIPPS Code,The Ambulatory Payment Classification (APC) code and the HIPPS code. The APC is used to identify groupings of outpatient services. APC codes are used to calculate payment for services under OPPS. The APC is a four byte field. The HIPPS codes are used.,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.productOrService.coding.where(system='https://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/ProspMedicareFeeSvcPmtGen/HIPPSCodes').code,NHNC1,,V2_MDCR_CLM_LINE_INSTNL,CLM_REV_APC_HIPPS_CD,,"['FISS', 'NCH']",,['CCLF2.CLM_REV_APC_HIPPS_CD'],['REV_CNTR_APC_HIPPS_CD'],"['Basis', 'Regular', 'CMS']"
186,National Drug Code,The National Drug Code that identifies specific drugs.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.detail.productOrService.where(coding.system='http://hl7.org/fhir/sid/ndc').coding.code,00409189001,,V2_MDCR_CLM_LINE,CLM_LINE_NDC_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",,,"['LINE_NDC_CD', 'REV_CNTR_IDE_NDC_UPC_NUM']","['Basis', 'Regular', 'CMS']"
187,Line Item NDC Quantity,The quantity of an NDC applicable to institutional claims.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.detail.where(productOrService.where(coding.system='http://hl7.org/fhir/sid/ndc')).quantity.value,1000,,V2_MDCR_CLM_LINE,CLM_LINE_NDC_QTY,,"['FISS', 'MCS', 'NCH']",,,['REV_CNTR_NDC_QTY'],"['Basis', 'Regular', 'CMS']"
188,Line Item NDC Quantity Qualifier Code,"Qualifies the type of quantity applicable to an NDC present on all institutional claim types (inpatient/SNF, outpatient, home health, and hospice).",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.detail.where(productOrService.where(coding.system='http://hl7.org/fhir/sid/ndc')).quantity.code,g,,V2_MDCR_CLM_LINE,CLM_LINE_NDC_QTY_QLFYR_CD,,"['FISS', 'MCS', 'NCH']",,,['REV_CNTR_NDC_QTY_QLFR_CD'],"['Basis', 'Regular', 'CMS']"
189,Line Item Service Unit Quantity,The total units billed for a claim line.,ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.quantity.value,3,"For processing claims, this field is the unit quantity for a line item value. Eg for 54 minutes of anesthesia in a processing claim, this field will contain a value of 5.4, whereas in a claim from the National Claims History, the anesthesia units may appear in CLM_LINE_PRFNL_MTUS_CNT.",V2_MDCR_CLM_LINE,CLM_LINE_SRVC_UNIT_QTY,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF2.CLM_LINE_SRVC_UNIT_QTY', 'CCLF5.CLM_LINE_SRVC_UNIT_QTY']","['LINE_SRVC_CNT', 'REV_CNTR_UNIT_CNT']","['Basis', 'Regular', 'CMS']"
190,Line Item Revenue Center Code,"A unique identifier of a uniform billing revenue type. The provider-assigned revenue code for each cost center for which a separate charge is billed (type of accommodation or ancillary). A cost center is a division or unit within a hospital (e.g., radiology, emergency room, pathology). Exception: Revenue center code 0001 represents the total of all revenue centers included on the claim. (NCH) Example: 0123 = Semi-private 2 bed (medical or general) - pediatric",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.revenue.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-REV-CNTR-CD').code,0636,,V2_MDCR_CLM_LINE,CLM_LINE_REV_CTR_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-LINE-REV-CTR-CD,['CCLF2.CLM_LINE_PROD_REV_CTR_CD'],['REV_CNTR'],"['Basis', 'Regular', 'CMS']"
191,Line Item Revenue Center Code,Code indicating whether the revenue center charges are subject to deductible and/or coinsurance. [NCH],ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.revenue.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/CLM-DDCTBL-COINSRNC-CD').code,M,,V2_MDCR_CLM_LINE_INSTNL,CLM_DDCTBL_COINSRNC_CD,,"['FISS', 'NCH']",https://bluebutton.cms.gov/fhir/CodeSystem/CLM-DDCTBL-COINSRNC-CD,,['REV_CNTR_DDCTBL_COINSRNC_CD'],['CMS']
192,HCPCS Modifier Code 1,(1) A first modifier to the procedure code to enable a more specific procedure identification for the claim. [NCH] (2) A first modifier to the HCPCS procedure code to enable a more specific procedure identification for the line item service on the noninstitutional claim. [NCH],ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.modifier[0].coding.code,A2,,V2_MDCR_CLM_LINE,HCPCS_1_MDFR_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF2.HCPCS_1_MDFR_CD', 'CCLF5.HCPCS_1_MDFR_CD']",['HCPCS_1ST_MDFR_CD'],"['Basis', 'Regular', 'CMS']"
193,HCPCS Modifier Code 2,(1) A second modifier to the procedure code to make it more specific than the first modifier code to identify the procedures performed on the beneficiary for the claim. [NCH] (2) A second modifier to the HCPCS procedure code to make it more specific than the first modifier code to identify the line item procedures for this claim. [NCH],ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.modifier[1].coding.code,99,,V2_MDCR_CLM_LINE,HCPCS_2_MDFR_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF2.HCPCS_2_MDFR_CD', 'CCLF5.HCPCS_2_MDFR_CD']",['HCPCS_2ND_MDFR_CD'],"['Basis', 'Regular', 'CMS']"
194,HCPCS Modifier Code 3,"(1) Effective with NCH version I, a third modifier to the procedure code to make it more specific than the second modifier code to identify the procedures performed on the beneficiary for the claim. [NCH] (2) Prior to NCH version H this field was named: HCPCS_3RD_MDFR_CD. [NCH]",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.modifier[2].coding.code,,,V2_MDCR_CLM_LINE,HCPCS_3_MDFR_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF2.HCPCS_3_MDFR_CD', 'CCLF5.HCPCS_3_MDFR_CD']",['HCPCS_3RD_MDFR_CD'],"['Basis', 'Regular', 'CMS']"
195,HCPCS Modifier Code 4,"(1) Effective with version I, a fourth modifier to the procedure code to make it more specific than the third modifier code to identify the procedures performed on the beneficiary for the claim. [NCH] (2) Prior to version H this field was named: HCPCS_4TH_MDFR_CD. [NCH]",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.modifier[3].coding.code,,,V2_MDCR_CLM_LINE,HCPCS_4_MDFR_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF2.HCPCS_4_MDFR_CD', 'CCLF5.HCPCS_4_MDFR_CD']",['HCPCS_4TH_MDFR_CD'],"['Basis', 'Regular', 'CMS']"
196,HCPCS Modifier Code 5,"Effective with NCH version I, a fifth modifier to the procedure code to make it more specific than the fourth modifier code to identify the procedures performed on the beneficiary for the claim. [NCH]",ExplanationOfBenefit,"['Carrier', 'DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.modifier[4].coding.code,,,V2_MDCR_CLM_LINE,HCPCS_5_MDFR_CD,,"['FISS', 'MCS', 'NCH', 'VMS']",,"['CCLF2.HCPCS_5_MDFR_CD', 'CCLF5.HCPCS_5_MDFR_CD']",,"['Basis', 'Regular', 'CMS']"
197,Claim Line Institutional Rate Amount,"Charges relating to unit cost associated with the revenue center code. Exception (encounter data only): if the plan (e.g., MCO) does not know the actual rate for the accommodations, $1 will be reported in the field. Note 1: For SNF PPS claims (when revenue center code equals 0022), CMS has developed a SNF Pricer to compute the rate based on the provider supplied coding for the MDS RUGS III group and assessment type (HIPPS code, stored in revenue center HCPCS code field). Note 2: For OP PPS claims, CMS has developed a Pricer to compute the rate based on the Ambulatory Payment Classification (APC), discount factor, units of service, and the wage index. Note 3: Under HH PPS (when revenue center code equals 0023), CMS has developed a HHA Pricer to compute the rate. On the RAP, the rate is determined using the case mix weight associated with the HIPPS code, adjusting it for the wage index for the beneficiary's site of service, then multiplying the result by 60% or 50%, depending on whether or not the RAP is for a first episode. On the final claim, the HIPPS code could change the payment if the therapy threshold is not met, or a partial episode payment (PEP) adjustment or a significant change in condition (SCIC) adjustment occurs. In cases of SCICs, there will be more than one 0023 revenue center line, each representing the payment made at each case-mix level. Note 4: For IRF PPS claims (when revenue center code equals 0024), CMS has developed a Pricer to compute the rate based on the HIPPS/CMG (HIPPS code, stored in revenue center HCPCS code field). [NCH]",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Adjudication') and category.coding.where(code='CLM_LINE_INSTNL_RATE_AMT')).amount.value,0.85,,V2_MDCR_CLM_LINE_INSTNL,CLM_LINE_INSTNL_RATE_AMT,,"['FISS', 'NCH']",,,['REV_CNTR_RATE_AMT'],['CMS']
198,Claim Line Adjustment Reason Code 1,"An American National Standards Institute (ANSI) Claim Adjustment Reason Code (CARC) identifying the reason for an adjustment to a claim or service line that resulted in a difference between the original billed amount and the final paid amount. An adjustment can result in a denial, reduction, or increase in payment. For example: 1 = Deductible amount. B1 = Non-covered visits.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.reason.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/ANSI-RSN-CD').code,B7,ANSI reason and group codes are unordered.,V2_MDCR_CLM_ANSI_SGNTR,CLM_1_REV_CNTR_ANSI_RSN_CD,,['NCH'],,['CCLFA.CLM_1_REV_CNTR_ANSI_RSN_CD'],['REV_CNTR_1ST_ANSI_CD'],"['Basis', 'Regular', 'CMS']"
199,Claim Line Adjustment Group Code 1,An American National Standards Institute (ANSI) group code identifying who has financial responsibility for an adjustment to a claim or service line that resulted in it being paid differently than it was billed. This group code works in conjunction with a Claim Adjustment Reason Code (CARC). For example: PR = Patient responsibility (patient is financially liable). CO = Contractual obligations (provider is financially liable).,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.reason.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/ANSI-GRP-CD').code,PR,ANSI reason and group codes are unordered.,V2_MDCR_CLM_ANSI_SGNTR,CLM_1_REV_CNTR_ANSI_GRP_CD,,['NCH'],,['CCLFA.CLM_1_REV_CNTR_ANSI_GRP_CD'],['REV_CNTR_1ST_ANSI_CD'],"['Basis', 'Regular', 'CMS']"
200,Claim Line Adjustment Reason Code 2,"An American National Standards Institute (ANSI) Claim Adjustment Reason Code (CARC) identifying the reason for an adjustment to a claim or service line that resulted in a difference between the original billed amount and the final paid amount. An adjustment can result in a denial, reduction, or increase in payment. For example: 1 = Deductible amount. B1 = Non-covered visits.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.reason.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/ANSI-RSN-CD').code,B7,ANSI reason and group codes are unordered.,V2_MDCR_CLM_ANSI_SGNTR,CLM_2_REV_CNTR_ANSI_RSN_CD,,['NCH'],,,['REV_CNTR_2ND_ANSI_CD'],"['Basis', 'Regular', 'CMS']"
201,Claim Line Adjustment Group Code 2,An American National Standards Institute (ANSI) group code identifying who has financial responsibility for an adjustment to a claim or service line that resulted in it being paid differently than it was billed. This group code works in conjunction with a Claim Adjustment Reason Code (CARC). For example: PR = Patient responsibility (patient is financially liable). CO = Contractual obligations (provider is financially liable).,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.reason.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/ANSI-GRP-CD').code,PR,ANSI reason and group codes are unordered.,V2_MDCR_CLM_ANSI_SGNTR,CLM_2_REV_CNTR_ANSI_GRP_CD,,['NCH'],,,['REV_CNTR_2ND_ANSI_CD'],"['Basis', 'Regular', 'CMS']"
202,Claim Line Adjustment Reason Code 3,"An American National Standards Institute (ANSI) Claim Adjustment Reason Code (CARC) identifying the reason for an adjustment to a claim or service line that resulted in a difference between the original billed amount and the final paid amount. An adjustment can result in a denial, reduction, or increase in payment. For example: 1 = Deductible amount. B1 = Non-covered visits.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.reason.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/ANSI-RSN-CD').code,B7,ANSI reason and group codes are unordered.,V2_MDCR_CLM_ANSI_SGNTR,CLM_3_REV_CNTR_ANSI_RSN_CD,,['NCH'],,,['REV_CNTR_3RD_ANSI_CD'],"['Basis', 'Regular', 'CMS']"
203,Claim Line Adjustment Group Code 3,An American National Standards Institute (ANSI) group code identifying who has financial responsibility for an adjustment to a claim or service line that resulted in it being paid differently than it was billed. This group code works in conjunction with a Claim Adjustment Reason Code (CARC). For example: PR = Patient responsibility (patient is financially liable). CO = Contractual obligations (provider is financially liable).,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.reason.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/ANSI-GRP-CD').code,PR,ANSI reason and group codes are unordered.,V2_MDCR_CLM_ANSI_SGNTR,CLM_3_REV_CNTR_ANSI_GRP_CD,,['NCH'],,,['REV_CNTR_3RD_ANSI_CD'],"['Basis', 'Regular', 'CMS']"
204,Claim Line Adjustment Reason Code 4,"An American National Standards Institute (ANSI) Claim Adjustment Reason Code (CARC) identifying the reason for an adjustment to a claim or service line that resulted in a difference between the original billed amount and the final paid amount. An adjustment can result in a denial, reduction, or increase in payment. For example: 1 = Deductible amount. B1 = Non-covered visits.",ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.reason.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/ANSI-RSN-CD').code,B7,ANSI reason and group codes are unordered.,V2_MDCR_CLM_ANSI_SGNTR,CLM_4_REV_CNTR_ANSI_RSN_CD,,['NCH'],,,['REV_CNTR_4TH_ANSI_CD'],"['Basis', 'Regular', 'CMS']"
205,Claim Line Adjustment Group Code 4,An American National Standards Institute (ANSI) group code identifying who has financial responsibility for an adjustment to a claim or service line that resulted in it being paid differently than it was billed. This group code works in conjunction with a Claim Adjustment Reason Code (CARC). For example: PR = Patient responsibility (patient is financially liable). CO = Contractual obligations (provider is financially liable).,ExplanationOfBenefit,"['HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.item.adjudication.reason.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/ANSI-GRP-CD').code,PR,ANSI reason and group codes are unordered.,V2_MDCR_CLM_ANSI_SGNTR,CLM_4_REV_CNTR_ANSI_GRP_CD,,['NCH'],,,['REV_CNTR_4TH_ANSI_CD'],"['Basis', 'Regular', 'CMS']"
