,Field Name,Description,FHIR Resource,Coverage / Claim Type,fhirPath,example,notes,sourceView,sourceColumn,bfdDerived,sources,referenceTable,cclfMapping,ccwMapping,profiles
285,Claim Line ACO Care Management HCBS Switch,"AN INTEGRATED DATA REPOSITORY (IDR) DERIVED INDICATOR BASED ON THE CLAIM LINE NEXT GENERATION (NG) ACCOUNTABLE CARE ORGANIZATION (ACO) INDICATOR CODE FROM CWF (COMMON WORKING FILE), WHICH IDENTIFIES THE BENEFIT ENHANCEMENT INDICATOR THAT IDENTIFIES CLAIMS THAT QUALIFY FOR SPECIFIC CLAIM PROCESSING EDITS.  VALID VALUES:  Y = IF ANY OF THE FIVE CLAIM LINE NG ACO INDICATOR CODES CONTAINS Ñ¶Ò (CARE MANAGEMENT HOME VISITS).  N = IF Ñ¶4Ò OR Ñ¸9Ò IS FOUND IN ANY OF THE CLM_DCMTN.CLM_DEMO_1ST_NUM THROUGH CLM_DCMTN.CLM_DEMO_5TH_NUM COLUMNS AND NONE OF THE FIVE NG ACO INDICATOR CODES CONTAINS Ñ¶Ò®  NULL = DEFAULT",ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_LINE_ACO_CARE_MGMT_HCBS_SW').exists()).value,,"This field is deprecated in shared systems data. Its value can be derived as Y if any CLM_LINE_BNFT_ENHNCMT_X_CD = 7, else N.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_ACO_CARE_MGMT_HCBS_SW,,['NCH'],,['CCLFB.CLM_NGACO_CMG_WVR_SW'],,['CMS']
286,Claim Line Benefit Enhancement 1 Code,A CODE IDENTIFYING THE FIRST APPLICABLE ACCOUNTABLE CARE ORGANIZATION (ACO) BENEFIT ENHANCEMENT INDICATOR (BEI) THAT APPLIED TO THE CLAIM LINE.    REFERENCE TABLE:  CLM_BNFT_ENHNCMT_CD,ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line. The infoSequence element on the ExplanationOfBenefit.item can be used to determine which are relevant to a given claim line.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_BNFT_ENHNCMT_1_CD,,"['MCS', 'NCH']",,['CCLFB.CLM_DEMO_1ST_NUM'],,['CMS']
287,Claim Line Benefit Enhancement 2 Code,A CODE IDENTIFYING THE SECOND APPLICABLE ACCOUNTABLE CARE ORGANIZATION (ACO) BENEFIT ENHANCEMENT INDICATOR (BEI) THAT APPLIED TO THE CLAIM LINE.    REFERENCE TABLE:  CLM_BNFT_ENHNCMT_CD,ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line. The infoSequence element on the ExplanationOfBenefit.item can be used to determine which are relevant to a given claim line.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_BNFT_ENHNCMT_2_CD,,"['MCS', 'NCH']",,['CCLFB.CLM_DEMO_2ND_NUM'],,['CMS']
288,Claim Line Benefit Enhancement 3 Code,A CODE IDENTIFYING THE THIRD APPLICABLE ACCOUNTABLE CARE ORGANIZATION (ACO) BENEFIT ENHANCEMENT INDICATOR (BEI) THAT APPLIED TO THE CLAIM LINE.    REFERENCE TABLE:  CLM_BNFT_ENHNCMT_CD,ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line. The infoSequence element on the ExplanationOfBenefit.item can be used to determine which are relevant to a given claim line.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_BNFT_ENHNCMT_3_CD,,"['MCS', 'NCH']",,['CCLFB.CLM_DEMO_3RD_NUM'],,['CMS']
289,Claim Line Benefit Enhancement 4 Code,A CODE IDENTIFYING THE FOURTH APPLICABLE ACCOUNTABLE CARE ORGANIZATION (ACO) BENEFIT ENHANCEMENT INDICATOR (BEI) THAT APPLIED TO THE CLAIM LINE.    REFERENCE TABLE:  CLM_BNFT_ENHNCMT_CD,ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line.The infoSequence element on the ExplanationOfBenefit.item can be used to determine which are relevant to a given claim line.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_BNFT_ENHNCMT_4_CD,,"['MCS', 'NCH']",,['CCLFB.CLM_DEMO_4TH_NUM'],,['CMS']
290,Claim Line Benefit Enhancement 5 Code,A CODE IDENTIFYING THE FIFTH APPLICABLE ACCOUNTABLE CARE ORGANIZATION (ACO) BENEFIT ENHANCEMENT INDICATOR (BEI) THAT APPLIED TO THE CLAIM LINE.    REFERENCE TABLE:  CLM_BNFT_ENHNCMT_CD,ExplanationOfBenefit,['Carrier'],ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='CLM_BNFT_ENHNCMT_CD').exists()).value,,"There may be multiple. These are unordered, but there are a maximum of 5 per institutional claim header, and 5 per professional claim line. The infoSequence element on the ExplanationOfBenefit.item can be used to determine which are relevant to a given claim line.",V2_MDCR_CLM_LINE_DCMTN,CLM_LINE_BNFT_ENHNCMT_5_CD,,"['MCS', 'NCH']",,['CCLFB.CLM_DEMO_5TH_NUM'],,['CMS']
291,State FIPS Code,Identifies the state where the facility providing services is located.,ExplanationOfBenefit,"['DME', 'HHA', 'Hospice', 'Inpatient', 'Outpatient', 'SNF']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='PRVDR_FAC_FIPS_ST_CD').exists()).code,"{'coding': [{'system': 'https://bluebutton.cms.gov/fhir/CodeSystem/US-FIPS-STATE-CODES', 'code': '04'}]}","The source column contains an SSA state code, which is converted to a FIPS state code in the output.",V2_MDCR_CLM,GEO_BLG_SSA_STATE_CD,,['NCH'],,['CCLF1.PRVDR_FAC_FIPS_ST_CD'],,['CMS']
292,State FIPS Code,Identifies the state that the provider providing the service is located in,ExplanationOfBenefit,"['Carrier', 'DME']",ExplanationOfBenefit.supportingInfo.where(category.coding.where(system='https://bluebutton.cms.gov/fhir/CodeSystem/Supporting-Information').exists() and category.coding.where(code='RNDRG_PRVDR_FIPS_ST_CD').exists()).code,"{'coding': [{'system': 'https://bluebutton.cms.gov/fhir/CodeSystem/US-FIPS-STATE-CODES', 'code': '04'}]}","The source column contains an SSA state code, which is converted to a FIPS state code in the output.",V2_MDCR_CLM_LINE,GEO_RNDRG_SSA_STATE_CD,,['NCH'],,['CCLF5.RNDRG_PRVDR_FIPS_ST_CD'],,['CMS']
293,Beneficiary First Name,A FIRST NAME FOR A MEDICARE BENEFICIARY.,Patient,,Patient.name.given[0],Frankie,,V2_MDCR_BENE_HSTRY,BENE_1ST_NAME,,,,['CCLF8.BENE_1ST_NAME'],['BENE_GVN_NAME'],
294,Beneficiary Last Name,"A LAST NAME OR SURNAME, INCLUDING ANY FOLLOWING TITLES OR SUFFIXES, FOR A MEDICARE BENEFICIARY.",Patient,,Patient.name.family,Sheep,,V2_MDCR_BENE_HSTRY,BENE_LAST_NAME,,,,['CCLF8.BENE_LAST_NAME'],['BENE_SRNM_NAME'],
295,Beneficiary Middle Name,THE FIRST INITIAL OF THE MEDICARE BENEFICIARYS MIDDLE NAME.,Patient,,Patient.name.given[1],Le Petit Prince,,V2_MDCR_BENE_HSTRY,BENE_MIDL_NAME,,,,['CCLF8.BENE_MIDL_NAME'],['BENE_MDL_NAME'],
296,Beneficiary Date of Birth,A DATE IDENTIFYING WHEN A BENEFICIARY IS BORN.,Patient,,Patient.birthDate,1995-03-11,,V2_MDCR_BENE_HSTRY,BENE_BRTH_DT,,,,['CCLF8.BENE_DOB'],['BENE_BIRTH_DT'],
297,Beneficiary Date of Death,A DATE IDENTIFYING WHEN A BENEFICIARY DIED.,Patient,,Patient.deceasedDateTime,2024-03-11,,V2_MDCR_BENE_HSTRY,BENE_DEATH_DT,,,,['CCLF8.BENE_DEATH_DT'],['BENE_DEATH_DT'],
298,Current Patient FHIR ID,AN INTEGRATED DATA REPOSITORY (IDR) DERIVED EFFECTIVE SURROGATE KEY THAT UNIQUELY IDENTIFIES A BENEFICIARY.  NOTE: BENE_XREF_EFCTV_SK REPRESENTS THE MOST CURRENT BENE_SK THAT IS IN EFFECT FOR THE BENEFICIARY. BENE_XREF_EFCTV_SK IS MORE CURRENT THAN BENE_SK AND BENE_XREF_SK ON THE BENE TABLE.,Patient,,"iif(Patient.link.where(type = 'replaced-by').other.exists(),Patient.link.where(type = 'replaced-by').other.reference.substring(8),Patient.id)",['123456789'],,V2_MDCR_BENE_HSTRY,BENE_XREF_EFCTV_SK,,,,,,
299,Beneficiary Source Key List,A list of all source keys for the beneficiary.,Patient,,Patient.link.other.display.union(Patient.id),['123456789'],,,,True,,,,,
300,Patient FHIR ID,A UNIQUE NUMBER ASSIGNED BY THE ENROLLMENT DATA BASE (EDB) TO EACH EDB RECORD TO IDENTIFY A BENEFICIARY.,Patient,,Patient.id,123456789,,V2_MDCR_BENE_HSTRY,BENE_SK,,,,,,
301,Last Updated Time,The time the Patient resource was last updated.,Patient,,Patient.meta.lastUpdated,2020-01-07T03:02:28.000000Z,,,,True,,,,,
302,USPS State Code,A CODE IDENTIFYING THE TWO-CHARACTER ALPHABETIC ABBREVIATION FOR A STATE IN THE UNITED STATES AS DEFINED BY THE UNITED STATES POSTAL SERVICE (USPS).    REFERENCE TABLE: GEO_USPS_STATE_CD,Patient,,Patient.address.state,TX,,V2_MDCR_BENE_HSTRY,GEO_USPS_STATE_CD,,,,['CCLF8.GEO_USPS_STATE_CD'],['BENE_STATE_CD'],
303,Beneficiary Zip Code - First 5,A FIVE-DIGIT ZIP CODE DEFINED BY THE UNITED STATES POSTAL SERVICE (USPS) THAT IDENTIFIES THE DESTINATION POST OFFICE OR DELIVERY AREA.     REFERENCE TABLE: GEO_ZIP5_CD,Patient,,Patient.address.postalCode,77840,,V2_MDCR_BENE_HSTRY,GEO_ZIP5_CD,,,,['CCLF8.GEO_ZIP5_CD'],['BENE_MLG_CNTCT_ZIP_CD'],
304,City Name,A NAME OF THE CITY FOR A GIVEN ZIP CODE OF A MEDICARE BENEFICIARYS MAILING ADDRESS.    REFERENCE TABLE: GEO_ZIP5_CD,Patient,,Patient.address.city,College Station,,V2_MDCR_BENE_HSTRY,GEO_ZIP_PLC_NAME,,,,['CCLF8.GEO_ZIP_PLC_NAME'],['CITY_NAME'],
305,Contact Language Code,A CODE IDENTIFYING THE LANGUAGE THAT THE BENEFICIARY REQUESTED CENTERS FOR MEDICARE AND MEDICAID SERVICES (CMS) USE WHEN SENDING THE MEDICARE HANDBOOK.  ENGLISH AND SPANISH ARE THE ONLY LANGUAGE CHOICES THAT CMS SUPPORTS.  THIS LANGUAGE PREFERENCE CODE IS USED EXCLUSIVELY FOR THE MEDICARE HANDBOOK.  IT IS NOT USED FOR ANY OTHER TYPE OF MAIL SENT TO BENEFICIARIES.    REFERENCE TABLE: CNTCT_LANG_CD,Patient,,Patient.communication.language.coding.where(system='urn:ietf:bcp:47').code,en,,V2_MDCR_BENE_HSTRY,CNTCT_LANG_CD,,,,,,
306,Beneficiary Sex Code,A CODE IDENTIFYING THE SEX OF A MEDICARE BENEFICIARY.     REFERENCE TABLE: BENE_SEX_CD,Patient,,Patient.extension.where(url='http://hl7.org/fhir/us/core/StructureDefinition/us-core-sex').value,248152002,,V2_MDCR_BENE_HSTRY,BENE_SEX_CD,,,,['CCLF8.BENE_SEX_CD'],['BENE_SEX_IDENT_CD'],
307,Beneficiary Race Code,A CODE IDENTIFYING A BENEFICIARYS RACE.  REFERENCE TABLE: BENE_RACE_CD,Patient,,Patient.extension.where(url='http://hl7.org/fhir/us/core/StructureDefinition/us-core-ethnicity' or url='http://hl7.org/fhir/us/core/StructureDefinition/us-core-race').extension.valueCoding,"{'system': 'urn:oid:2.16.840.1.113883.6.238', 'code': '2135-2', 'display': 'Hispanic or Latino'}",,V2_MDCR_BENE_HSTRY,BENE_RACE_CD,,,,['CCLF8.BENE_RACE_CD'],['BENE_RACE_CD'],
308,Medicare Beneficiary Identifier,"AN IDENTIFIER THAT UNIQUELY IDENTIFIES A BENEFICIARY AND REPLACES THE HEALTH INSURANCE CLAIM NUMBER (HICN) ON MEDICARE CARDS. THE FORMAT OF THE MEDICARE BENEFICIARY IDENTIFIER (MBI) IS 11-POSITIONS IN LENGTH AND CONTAINS THE FOLLOWING VALUES:  POSITION 1 Ö NUMERIC VALUES: 1 - 9  POSITION 2 Ö ALPHABETIC VALUES: A - Z (MINUS S, L, O, I, B, Z)  POSITION 3 Ö ALPHANUMERIC VALUES: 0 - 9 AND A - Z (MINUS S, L, O, I, B, Z)  POSITION 4 Ö NUMERIC VALUES: 0 - 9  POSITION 5 Ö ALPHABETIC VALUES: A - Z (MINUS S, L, O, I, B, Z)  POSITION 6 Ö ALPHANUMERIC VALUES: 0 - 9 AND A - Z (MINUS S, L, O, I, B, Z)  POSITION 7 Ö NUMERIC VALUES: 0 - 9  POSITION 8 Ö ALPHABETIC VALUES: A - Z (MINUS S, L, O, I, B, Z)  POSITION 9 Ö ALPHABETIC VALUES: A - Z (MINUS S, L, O, I, B, Z)  POSITION 10 Ö NUMERIC VALUES: 0 - 9  POSITION 11 Ö NUMERIC VALUES: 0 - 9",Patient,,Patient.identifier.where(system='http://hl7.org/fhir/sid/us-mbi').value,AAA1AA0AA11,PRVS_NUM if an obsolete date is present. CRNT_NUM if no obsolete date.,V2_MDCR_BENE_HSTRY,BENE_MBI_ID,,,,"['CCLF1.BENE_MBI_ID', 'CCLF2.BENE_MBI_ID', 'CCLF3.BENE_MBI_ID', 'CCLF4.BENE_MBI_ID', 'CCLF5.BENE_MBI_ID', 'CCLF6.BENE_MBI_ID', 'CCLF7.BENE_MBI_ID', 'CCLF8.BENE_MBI_ID', 'CCLF9.CRNT_NUM', 'CCLF9.PRVS_NUM', 'CCLFA.BENE_MBI_ID', 'CCLFB.BENE_MBI_ID']",['MBI_NUM'],
309,MBI Effective Date,THE EFFECTIVE DATE WHEN AN MBI IS ASSIGNED TO A BENEFICIARY.,Patient,,Patient.identifier.where(system='http://hl7.org/fhir/sid/us-mbi').period.start,2017-05-11,"PRVS_ID_EFCTV_DT is accurate if there is also an obsolete date. Otherwise, it is the current MBI.",V2_MDCR_BENE_MBI_ID,BENE_MBI_EFCTV_DT,,,,['CCLF9.PRVS_ID_EFCTV_DT'],['EFCTV_BGN_DT'],
310,MBI Obsolete Date,THE END DATE WHEN AN MBI PERIOD IS CLOSED DUE TO BEING COMPROMISED OR INVOLVED IN A MERGE CROSS REFERENCE ACTION. (REPLACED BY A NEW MBI).,Patient,,Patient.identifier.where(system='http://hl7.org/fhir/sid/us-mbi').period.end,2017-07-01,,V2_MDCR_BENE_MBI_ID,BENE_MBI_OBSLT_DT,,,,['CCLF9.PRVS_ID_OBSLT_DT'],['EFCTV_END_DT'],
311,Coverage Part,The 'Part' of Medicare Coverage desired to transform.,Coverage,"['PartA', 'PartB']",Coverage.class.where(type.coding.code='plan').value,Part A,,,,True,,,,,
312,Beneficiary MBI ID,"AN IDENTIFIER THAT UNIQUELY IDENTIFIES A BENEFICIARY AND REPLACES THE HEALTH INSURANCE CLAIM NUMBER (HICN) ON MEDICARE CARDS. THE FORMAT OF THE MEDICARE BENEFICIARY IDENTIFIER (MBI) IS 11-POSITIONS IN LENGTH AND CONTAINS THE FOLLOWING VALUES:  POSITION 1 Ö NUMERIC VALUES: 1 - 9  POSITION 2 Ö ALPHABETIC VALUES: A - Z (MINUS S, L, O, I, B, Z)  POSITION 3 Ö ALPHANUMERIC VALUES: 0 - 9 AND A - Z (MINUS S, L, O, I, B, Z)  POSITION 4 Ö NUMERIC VALUES: 0 - 9  POSITION 5 Ö ALPHABETIC VALUES: A - Z (MINUS S, L, O, I, B, Z)  POSITION 6 Ö ALPHANUMERIC VALUES: 0 - 9 AND A - Z (MINUS S, L, O, I, B, Z)  POSITION 7 Ö NUMERIC VALUES: 0 - 9  POSITION 8 Ö ALPHABETIC VALUES: A - Z (MINUS S, L, O, I, B, Z)  POSITION 9 Ö ALPHABETIC VALUES: A - Z (MINUS S, L, O, I, B, Z)  POSITION 10 Ö NUMERIC VALUES: 0 - 9  POSITION 11 Ö NUMERIC VALUES: 0 - 9",Coverage,"['PartA', 'PartB']",Coverage.subscriberId,ABB2BB0BB22,,V2_MDCR_BENE,BENE_MBI_ID,,,,,,
313,Beneficiary FHIR ID,A UNIQUE NUMBER ASSIGNED BY THE ENROLLMENT DATA BASE (EDB) TO EACH EDB RECORD TO IDENTIFY A BENEFICIARY.,Coverage,"['PartA', 'PartB']",Coverage.beneficiary.reference.substring(8),123456789,,V2_MDCR_BENE,BENE_SK,,,,,,
314,Medicare Status Code,A CODE IDENTIFYING THE REASON FOR A BENEFICIARYS ENTITLEMENT TO MEDICARE BENEFITS.    REFERENCE TABLE: BENE_MDCR_STUS_CD,Coverage,"['PartA', 'PartB']",Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/BENE-MDCR-STUS-CD').value.code,31,,V2_MDCR_BENE_MDCR_STUS,BENE_MDCR_STUS_CD,,,https://bluebutton.cms.gov/fhir/CodeSystem/BENE-MDCR-STUS-CD,['CCLF8.BENE_MDCR_STUS_CD'],['BENE_MDCR_STATUS_CD'],
315,Medicare Entitlement Status Code,THE REASON FOR ENTITLEMENT OR TERMINATION OF A BENEFICIARYS BENEFITS DURING A PERIOD OF COVERAGE.,Coverage,"['PartA', 'PartB']",Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/BENE-MDCR-ENTLMT-STUS-CD').value.code,E,,V2_MDCR_BENE_MDCR_ENTLMT,BENE_MDCR_ENTLMT_STUS_CD,,,https://bluebutton.cms.gov/fhir/CodeSystem/BENE-MDCR-ENTLMT-STUS-CD,,"['BENE_PTA_TRMNTN_CD', 'BENE_PTB_TRMNTN_CD']",
316,Buy-in Code,A CODE THAT INDICATES THE REASON FOR PART A/PART B STATE BUY-IN ELIGIBILITY.,Coverage,"['PartA', 'PartB']",Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/BENE-BUYIN-CD').value.code,A,,V2_MDCR_BENE_TP,BENE_BUYIN_CD,,,https://bluebutton.cms.gov/fhir/CodeSystem/BENE-BUYIN-CD,['CCLF8.BENE_ENTLMT_BUYIN_IND'],"['MDCR_ENTLMT_BUYIN_1_IND', 'MDCR_ENTLMT_BUYIN_2_IND', 'MDCR_ENTLMT_BUYIN_3_IND', 'MDCR_ENTLMT_BUYIN_4_IND', 'MDCR_ENTLMT_BUYIN_5_IND', 'MDCR_ENTLMT_BUYIN_6_IND', 'MDCR_ENTLMT_BUYIN_7_IND', 'MDCR_ENTLMT_BUYIN_8_IND', 'MDCR_ENTLMT_BUYIN_9_IND', 'MDCR_ENTLMT_BUYIN_10_IND', 'MDCR_ENTLMT_BUYIN_11_IND', 'MDCR_ENTLMT_BUYIN_12_IND']",
317,Beneficiary Range Begin Date,THE PRIMARY BEGIN DATE FOR A BENEFICIARY DATE RANGE.,Coverage,"['PartA', 'PartB']",Coverage.period.start,2018-04-11,,V2_MDCR_BENE_MDCR_ENTLMT,BENE_RNG_BGN_DT,,,,"['CCLF8.BENE_PART_A_ENRLMT_BGN_DT', 'CCLF8.BENE_PART_B_ENRLMT_BGN_DT']",['COVSTART'],
318,Beneficiary Range End Date,THE PRIMARY END DATE FOR A BENEFICIARY DATE RANGE.,Coverage,"['PartA', 'PartB']",Coverage.period.end,,,V2_MDCR_BENE_MDCR_ENTLMT,BENE_RNG_END_DT,,,,,,
319,Last Updated Time,The date the coverage information was last updated,Coverage,"['PartA', 'PartB']",Coverage.meta.lastUpdated,2020-01-07T03:02:28.000000Z,This should represent the latest update time of any of the constituent rows.,,,True,,,,,
320,Beneficiary Enrollment Reason Code,THE REASON FOR A BENEFICIARYS ENROLMENT TO PART A/PART B BENEFITS.,Coverage,"['PartA', 'PartB']",Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/BENE-ENRLMT-RSN-CD').value.code,I,,V2_MDCR_BENE_MDCR_ENTLMT,BENE_MDCR_ENRLMT_RSN_CD,,,https://bluebutton.cms.gov/fhir/CodeSystem/BENE-MDCR-ENRLMT-RSN-CD,,,
321,Beneficiary Entitlement Reason Code,A CODE IDENTIFYING THE BASIS IN DETERMINING A BENEFICIARYS ENTITLEMENT TO MEDICARE BENEFITS.,Coverage,"['PartA', 'PartB']",Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/BENE-MDCR-ENTLMT-RSN-CD').value.code,2,,V2_MDCR_BENE_MDCR_ENTLMT_RSN,BENE_MDCR_ENTLMT_RSN_CD,,,https://bluebutton.cms.gov/fhir/CodeSystem/BENE-MDCR-ENTLMT-RSN-CD,['CCLF8.BENE_ORGNL_ENTLMT_RSN_CD'],['BENE_ENTLMT_RSN_ORIG'],
322,Beneficiary ESRD Status ID,A beneficiary's end stage renal disease status indicator.,Coverage,"['PartA', 'PartB']",Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/BENE-ESRD-STUS-ID').value.code,Y,,V2_MDCR_BENE_MDCR_STUS_CD,BENE_ESRD_STUS_ID,,,https://bluebutton.cms.gov/fhir/CodeSystem/BENE-ESRD-STUS-ID,,['BENE_ESRD_IND'],
323,Beneficiary Disabled Status Code,AN IDENTIFIER INDICATING WHETHER DISABILITY IS A REASON FOR A BENEFICIARYS ENTITLEMENT TO MEDICARE.,Coverage,"['PartA', 'PartB']",Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/BENE-DSBLD-STUS-ID').value.code,N,,V2_MDCR_BENE_MDCR_STUS_CD,BENE_DSBLD_STUS_ID,,,https://bluebutton.cms.gov/fhir/CodeSystem/BENE-DSBLD-STUS-ID,,,
324,Beneficiary Dual Status Code,A CODE IDENTIFYING THE ENTITLEMENT STATUS FOR A DUAL ELIGIBLE BENEFICIARY.,Coverage,['DUAL'],Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/BENE-DUAL-STUS-CD').value.code,01,,V2_MDCR_BENE_CMBND_DUAL_MDCR,BENE_DUAL_STUS_CD,,,https://bluebutton.cms.gov/fhir/CodeSystem/BENE-DUAL-STUS-CD,['CCLF8.BENE_DUAL_STUS_CD'],"['DUAL_STUS_CD_01', 'DUAL_STUS_CD_02', 'DUAL_STUS_CD_03', 'DUAL_STUS_CD_04', 'DUAL_STUS_CD_05', 'DUAL_STUS_CD_06', 'DUAL_STUS_CD_07', 'DUAL_STUS_CD_08', 'DUAL_STUS_CD_09', 'DUAL_STUS_CD_10', 'DUAL_STUS_CD_11', 'DUAL_STUS_CD_12']",
325,Medicare/Medicaid Dual Type Code,"A CODE IDENTIFYING A BENEFICIARYÒ² DUAL MEDICAID DESIGNATION, WHETHER A BENEFICIARY IS Ð¦ULLÒ¬ Ð€ARTIALÒ OR Ð®ONEÒ DUAL MEDICARE.",Coverage,['DUAL'],Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/BENE-DUAL-TYPE-CD').value.code,P,,V2_MDCR_BENE_CMBND_DUAL_MDCR,BENE_DUAL_TYPE_CD,,,https://bluebutton.cms.gov/fhir/CodeSystem/BENE-DUAL-TYPE-CD,,,
326,Medicaid State Code,"A CODE IDENTIFYING THE TWO-CHARACTER ALPHABETIC ABBREVIATION FOR A STATE IN THE UNITED STATES AS DEFINED BY THE UNITED STATES POSTAL SERVICE (USPS) ASSOCIATED WITH A BENEFICIARY, PROVIDER, OR CLAIM ADDRESS AND USED IN THE GEOCODING PROCESS.    REFERENCE TABLE: GEO_USPS_STATE_CD",Coverage,['DUAL'],Coverage.extension.where(url='https://bluebutton.cms.gov/fhir/StructureDefinition/MEDICAID-STATE-CD').value.code,TX,,V2_MDCR_BENE_CMBND_DUAL_MDCR,GEO_USPS_STATE_CD,,,,,,
327,Medicaid Eligibility Begin Date,A DATE THAT INDICATES THE BEGINNING OF A BENEFICIARYÒ² MEDICAID ELIGIBILITY PERIOD. IT IS THE EFFECTIVE START DATE OF THE MEDICAID PERIOD CALCULATED ACCORDING TO MEDICARE ADVANTAGE PRESCRIPTION DRUG (MARX) REQUIREMENTS. THE DATE WILL ALWAYS BE THE FIRST OF A MONTH.,Coverage,['DUAL'],Coverage.period.start,2018-04-11,,V2_MDCR_BENE_CMBND_DUAL_MDCR,BENE_MDCD_ELGBLTY_BGN_DT,,,,,,
328,Medicaid Eligibility End Date,A DATE THAT INDICATES THE END OF A BENEFICIARYÒ² MEDICAID ELIGIBILITY PERIOD. IT IS THE EFFECTIVE END DATE OF THE MEDICAID PERIOD CALCULATED ACCORDING TO MEDICARE ADVANTAGE PRESCRIPTION DRUG (MARX) REQUIREMENTS. THE DATE WILL ALWAYS BE THE END OF A MONTH OR 12/31/9999.,Coverage,['DUAL'],Coverage.period.end,,,V2_MDCR_BENE_CMBND_DUAL_MDCR,BENE_MDCD_ELGBLTY_END_DT,,,,,,
329,Beneficiary Enrollment Begin Date,"THE DATE THAT THE BENEFICIARY ENROLLED IN THE SERVICE ELECTION.[SOURCE: PLAN TRANSACTION, AUTOMATIC ENROLLMENT]",Coverage,"['PartC', 'PartD']",Coverage.period.start,2018-04-11,,V2_MDCR_BENE_MAPD_ENRLMT,BENE_ENRLMT_BGN_DT,,,,,,
330,Beneficiary Enrollment End Date,THE DATE THAT THE BENEFICIARY DISENROLLED IN THE SERVICE ELECTIONS .,Coverage,"['PartC', 'PartD']",Coverage.period.end,,,V2_MDCR_BENE_MAPD_ENRLMT,BENE_ENRLMT_END_DT,,,,,,
